job_id,company_name,title,normalized_title,category,description,requirement_summary,work_type,employment_type,experience_level,province,city,salary_min,salary_max,salary_currency,salary_display,skills_top_10_names,requirements_concat,language_signal,source_posted_at,status,fit_input_quality_score,fit_input_has_requirements,fit_input_has_skills,skills_count_total,description_length_chars,req_len,_is_tech_cat,_is_tech_title,_is_tech_skills,is_tech,tech_signal_source
7a42576b-ee32-4fc2-b3c7-5dc1de89f845,Excelso Multi Rasa,SMO Supervisor,SMO Supervisor,Konsultasi & Strategi,"Identifying, analyzing, reporting, and documenting data related to strategic management data from company strategy formulation, KPI, initiative, etc.",and documenting data related to strategic management data from company strategy formulation.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,,,IDR,Not specified,Effective Communication,and documenting data related to strategic management data from company strategy formulation,EN,2026-05-11T06:44:24Z,ACTIVE,100,1,1,1,156,99,False,False,False,False,none
7a34df18-31f6-4d84-a4e0-9ae9fd8f4bef,Potentia HR,"CTO, Building Materials, Serang Banten",Chief Technology Officer,"Manufaktur, Transportasi & Logistik","The CTO, Building Materials, Serang Banten role at Potentia HR in Serang, Banten, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Strategic leadership role in advanced manufacturing Exposure to aerospace, automotive & wind energy sectors Drive innovation and high-impact factory operations","Strategic leadership role in advanced manufacturing Exposure to aerospace, automotive & wind energy sectors Drive innovation and high-impact factory operations",ONSITE,FULL_TIME,LEAD,Banten,Serang,,,IDR,Not specified,Manufacturing | Factory Operations | Leadership | Engineering | Innovation | Automotive | Material Science | Aerospace | Wind Energy,"Strategic leadership role in advanced manufacturing || Exposure to aerospace, automotive & wind energy sectors || Drive innovation and high-impact factory operations",EN,2026-05-11T06:36:51Z,ACTIVE,100,1,1,9,372,197,False,False,False,False,none
7a2acd1c-164d-4db8-b359-1d0e9856f1d9,Sinar Mas Agribusiness and Food,Carbon Analyst Officer,Carbon Analyst Officer,Konsultasi & Strategi,To support carbon management initiatives. Assisting the team with the Product Carbon Footprint (PCF) calculation and management.,"Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,,,IDR,Not specified,Akan segera berakhir | EXPIRES_SOON,To support carbon management initiatives || Assisting the team with the Product Carbon Footprint (PCF) calculation and management,EN,2026-04-17T06:22:33Z,ACTIVE,100,1,1,2,135,56,False,False,False,False,none
79f51b85-6a72-4816-8da3-0dffd916ea07,PT Cyrameta Exchange Indonesia,Internal Audit,Internal Auditor,Auditor,"The Internal Audit role at PT Cyrameta Exchange Indonesia in Kebayoran Baru, Jakarta Selatan, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: 1-3 years of experience in Internal Audit, Risk Management, Compliance, or Auditing.","1-3 years of experience in Internal Audit, Risk Management, Compliance, or Auditing.",ONSITE,FULL_TIME,JUNIOR,Jakarta Selatan,Kebayoran Baru,4999000.0,7498500.0,IDR,"IDR 4,999,000 - 7,498,500 / month",Risk Management | Internal Audit | Compliance | Auditing,"1-3 years of experience in Internal Audit, Risk Management, Compliance, or Auditing",EN,2026-01-30T06:54:46.915000Z,ACTIVE,100,1,1,4,305,91,False,False,False,False,none
79eca40c-d1e3-461b-99d8-d8b106a9f6d8,PT.SINOMA DEVELOPMENT INDONESIA,Civil Engineer (English speaker),Civil Engineer,Teknik Sipil/Struktural,"The Civil Engineer (English speaker) role at PT.SINOMA DEVELOPMENT INDONESIA in Merauke, Papua Selatan focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Top civil engineering role in Papua with competitive salary and career growth opportunities.",Top civil engineering role in Papua with competitive salary and career growth opportunities.,ONSITE,FULL_TIME,ENTRY_LEVEL,Papua Selatan,Merauke,9000000.0,13500000.0,IDR,"IDR 9,000,000 - 13,500,000 / month",Programming,Top civil engineering role in Papua with competitive salary and career growth opportunities,EN,2026-05-09T03:51:54Z,ACTIVE,100,1,1,1,312,99,False,False,False,False,none
79c742b0-2a75-4033-bba1-21d380c7deff,Universal Support,Operator Crane,Operator Crane,Konstruksi,The Operator Crane role at Universal Support in Jambi focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Has core competencies relevant to the Operator Crane role.,Has core competencies relevant to the Operator Crane role.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jambi,Jambi,,,IDR,Not specified,Effective Communication,Has core competencies relevant to the Operator Crane role.,UNKNOWN,2026-04-28T10:44:25Z,ACTIVE,100,1,1,1,229,65,False,False,False,False,none
79b21c4f-b34a-4048-b006-fd86afb36202,Buku Warung,Sales Canvassing EDC Bangli,Sales Canvassing EDC Bangli,,Find new sales/MSMEs for EDC machine installation Negotiate to generate sales Achieve sales targets according to company targets Foster good relationships with merchants who already use EDC and carry out duties according to responsibilities,"Male/Female, minimum age 35 years High school diploma or equivalent Experience as a Sales in FMCG, Telecommunication, Merchant Acquisition Possess good communication skills Own a two-wheeled vehicle Possess an active SIM C",ONSITE,CONTRACT,ENTRY_LEVEL,Bali,Bangli,,,IDR,Not specified,Sales | EDC Machine Sales | Communication | Merchant Acquisition | Negotiation,"Male/Female, minimum age 35 years || High school diploma or equivalent || Experience as a Sales in FMCG, Telecommunication, Merchant Acquisition || Possess good communication skills || Own a two-wheeled vehicle || Possess an active SIM C || experience in Selling EDC Machines & Acquisition",EN,2026-05-05T03:14:36.454000Z,ACTIVE,100,1,1,5,247,280,False,False,False,False,none
79a514ae-c848-47c3-86a4-712a61474964,PT Nafeeza Radhya Bogatama,Quantity Surveyor MEP HVAC,Quantity Surveyor MEP HVAC,Konstruksi,"The Quantity Surveyor MEP HVAC role at PT Nafeeza Radhya Bogatama in Tangerang Selatan, Banten focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: performing perhitungan volume pekerjaan (quantity take off) for pekerjaan MEP khususnya HVAC.",performing perhitungan volume pekerjaan (quantity take off) for pekerjaan MEP khususnya HVAC.,ONSITE,FULL_TIME,ENTRY_LEVEL,Banten,Tangerang Selatan,,,IDR,Not specified,Effective Communication,performing perhitungan volume pekerjaan (quantity take off) for pekerjaan MEP khususnya HVAC,UNKNOWN,2026-04-25T06:08:00Z,ACTIVE,100,1,1,1,305,100,False,False,False,False,none
798c9c22-3b2c-440d-869c-f922c96eebd8,Dwida Jaya Tama,Business Development - Furniture & Interior,Business Development - Furniture & Interior,Sales & Marketing,"The Business Development - Furniture & Interior role at Dwida Jaya Tama in Bogor, Jawa Barat, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: managing and developing peluang bisnis (inbound & outbound), termasuk performing aktivitas pencarian and akuisisi proyek baru.","managing and developing peluang bisnis (inbound & outbound), termasuk performing aktivitas pencarian and akuisisi proyek baru.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Barat,Bogor,,,IDR,Not specified,Negotiation,"managing and developing peluang bisnis (inbound & outbound), termasuk performing aktivitas pencarian and akuisisi proyek baru",EN,2026-05-07T10:37:20Z,ACTIVE,100,1,1,1,355,137,False,False,False,False,none
7954724a-220a-45c5-9d3d-7617b81ac50a,Microchem,Project Engineer,Project Engineer,Engineering,"Showcase your expertise in an innovative company. Health insurance, performance bonuses, and attractive career development.",Showcase your expertise in an innovative company.,HYBRID,CONTRACT,ENTRY_LEVEL,Bali,Bali,3500000.0,4500000.0,IDR,"IDR 3,500,000 - 4,500,000 / month",Programming,"Showcase your expertise in an innovative company || Health insurance, performance bonuses, and attractive career development",EN,2026-05-15T04:08:26Z,ACTIVE,100,1,1,1,130,56,False,False,False,False,none
792b453a-d9e3-4354-b5a9-535ab5e055f3,Mitsui Leasing,Custodian & Filling Officer (Surabaya),Custodian & Filling Officer,Administrasi & Dukungan Perkantoran,"The Custodian & Filling Officer (Surabaya) role at Mitsui Leasing in Surabaya, Jawa Timur, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: stock opname & memastikan keamanan sesuai prosedur that berlaku.",stock opname & memastikan keamanan sesuai prosedur that berlaku.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Timur,Surabaya,,,IDR,Not specified,Effective Communication,stock opname & memastikan keamanan sesuai prosedur that berlaku,UNKNOWN,2026-05-18T03:02:28Z,ACTIVE,100,1,1,1,290,75,False,False,False,False,none
78fd992d-54d6-4f99-bcd1-aac21f30e7a5,Pengiklan Anonim,RF / RAN Telecommunication Engineer (Recent Graduate),RF / RAN Telecommunication Engineer (Recent Graduate),Teknik Elektro/Elektronik,RF / RAN Telecommunications Engineer with a degree in Telecommunications Engineering and 1-4 years experience. Fresh graduates are welcome to apply.,Degree in Telecommunications Engineering 1-4 years of experience,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Barat,,,IDR,Not specified,Programming,Degree in Telecommunications Engineering || 1-4 years of experience,EN,2026-05-08T04:27:56Z,ACTIVE,100,1,1,1,155,90,False,False,False,False,none
78b8924c-5f1c-4a46-9ce5-97bf079a6a6c,PT INDOGAL AGRO TRADING,Database Management Internship,Database Management Internship,Operation & Technical Support,"The Database Management Internship role at PT INDOGAL AGRO TRADING in Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Requires 0 to 1 years of experience Proficiency in Microsoft Office and Search Engine Optimization (SEO) is needed",Requires 0 to 1 years of experience Proficiency in Microsoft Office and Search Engine Optimization (SEO) is needed,ONSITE,INTERNSHIP,ENTRY_LEVEL,DKI Jakarta,Cilandak,2500000.0,2600000.0,IDR,"IDR 2,500,000 - 2,600,000 / month",Search Engine Optimization (SEO) | Sales Analysis | Microsoft Office,Requires 0 to 1 years of experience || Proficiency in Microsoft Office and Search Engine Optimization (SEO) is needed,EN,2026-04-14T06:15:01.962000Z,ACTIVE,100,1,1,3,351,140,False,False,False,False,none
78955218-9e67-455f-b6fe-082c47d77416,Buku Warung,Sales Canvassing EDC Dairi,Sales Canvassing EDC,Sales & Marketing,Looking for new sales/MSMEs for EDC machine installation Negotiate to generate sales Achieve sales targets according to company targets Foster good relationships with merchants who already use EDC and carry out duties in accordance with responsibilities,"Male/Female, maximum 35 years old High school graduate Has experience as Sales FMCG, Telecommunication, Merchant Acquisition Has good communication skills Has a two-wheeled vehicle Has an active SIM C",HYBRID,CONTRACT,ENTRY_LEVEL,North Sumatra (Sumatra Utara),Dairi,,,IDR,Not specified,Negotiation,"Male/Female, maximum 35 years old || High school graduate || Has experience as Sales FMCG, Telecommunication, Merchant Acquisition || Has good communication skills || Has a two-wheeled vehicle || Has an active SIM C || Experience Selling EDC Machines & Acquisition",EN,2026-05-10T14:41:30.149000Z,ACTIVE,100,1,1,1,260,258,False,False,False,False,none
78532160-0493-4ea8-977d-d8371bfce1e8,Asta Bumi Cipta,Sales Product,Sales Product,Sales & Marketing,"The Sales Product role at Asta Bumi Cipta in Jakarta Pusat, Jakarta Raya focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Join our sales team! Grow fast, and sell top products with unbeatable support.","Join our sales team! Grow fast, and sell top products with unbeatable support.",ONSITE,CONTRACT,ENTRY_LEVEL,Jakarta Raya,Jakarta Pusat,,,IDR,Not specified,Negotiation,"Join our sales team! Grow fast, and sell top products with unbeatable support || Your success starts here—apply today!",EN,2026-05-13T06:27:49Z,ACTIVE,100,1,1,1,268,85,False,False,False,False,none
783440f8-4ed2-4d70-9e3d-78d1b4493b7a,PT Reja Aton Energi,Supervisor Engineering,Engineering Supervisor,Supervisor,"The Supervisor Engineering role at PT Reja Aton Energi in Sidoarjo, Jawa Timur, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EXPIRES_SOON, Akan segera berakhir.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Timur,Sidoarjo,5000000.0,6000000.0,IDR,"IDR 5,000,000 - 6,000,000 / month",EXPIRES_SOON | Akan segera berakhir,Wujudkan masa depan hijau with proficient in teknologi PLTS & PATS bersama kami || Lamar sekarang and jadilah spesialis energi terbarukan!,UNKNOWN,2026-04-21T06:48:48Z,ACTIVE,100,1,1,2,256,56,False,False,False,False,none
78083441-d6e8-4acd-87b5-dae44692d08c,Mukti Adhi Sejahtera,Engineer Struktur & Arsitektur,Structural and Architecture Engineer,Teknik Sipil/Struktural,"Opportunity to work as a Structural & Architecture Engineer involved in design, supervision of high-rise projects, collaboration, and placement in Bali.",Opportunity to work as a Structural & Architecture Engineer involved in design supervision of high-rise projects and placement in Bali,ONSITE,CONTRACT,ENTRY_LEVEL,Bali,Bali,6000000.0,8000000.0,IDR,"IDR 6,000,000 - 8,000,000 / month",Programming,Opportunity to work as a Structural & Architecture Engineer involved in design || supervision of high-rise projects || and placement in Bali,EN,2026-05-16T04:00:56Z,ACTIVE,100,1,1,1,163,172,False,False,False,False,none
77dc2cde-b888-41c8-98b2-8a719e6391d1,Formulatrix,Mechanical Design Engineer,Mechanical Design Engineer,Engineering,The Mechanical Design Engineer role at Formulatrix in Jawa Tengah focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: minimum 1 years of experience in mechanical design.,minimum 1 years of experience in mechanical design.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Tengah,Jawa Tengah,,,IDR,Not specified,Machine Design | Mechanical Design,minimum 1 years of experience in mechanical design,EN,2026-05-07T04:37:22Z,ACTIVE,100,1,1,2,234,58,False,False,False,False,none
77cdd8c6-a92c-47e8-8837-39c86bd9c04a,Asia Chemical Industry,Admin Sales Support,Admin Sales Support,Administration & Office Support,"PT. Asia Chemical Industry is hiring an Admin Sales Support in Cikande, Banten. Admin Sales Support Administration Purchasing","experience in Administration, Sales Support.",ONSITE,CONTRACT,ENTRY_LEVEL,Banten,Cikande,5100000.0,6000000.0,IDR,"IDR 5,100,000 - 6,000,000 / month",Administration | Sales Support | Purchasing,"experience in Administration, Sales Support",EN,2026-05-08T08:38:02Z,ACTIVE,100,1,1,3,132,51,False,False,False,False,none
77a721bc-054d-4e36-bd19-9e3f2e5813d7,Pengiklan Anonim,Research & Development Pastry,Research & Development Pastry,Keterampilan & Jasa,"The Research & Development Pastry role at Pengiklan Anonim in Jakarta Selatan, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Sebagai R&D Pastry that developing produk unggul dari segi rasa, estetika, and daya saing di pasar.","Sebagai R&D Pastry that developing produk unggul dari segi rasa, estetika, and daya saing di pasar.",ONSITE,CONTRACT,ENTRY_LEVEL,Jakarta Raya,Jakarta Selatan,,,IDR,Not specified,Effective Communication,"Sebagai R&D Pastry that developing produk unggul dari segi rasa, estetika, and daya saing di pasar",EN,2026-05-06T04:49:39Z,ACTIVE,100,1,1,1,327,110,False,False,False,False,none
77891a95-1540-43e1-983d-44b84e7f33dd,RGF HR Agent Recruitment,IT Account Manager - Chemical Manufacturing - Cikarang (B-130237),IT Account Manager - Chemical Manufacturing - Cikarang,Sales & Marketing,"The IT Account Manager - Chemical Manufacturing - Cikarang (B-130237) role at RGF HR Agent Recruitment in Cikarang Pusat, Jawa Barat, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: IT Account Manager for Manufacturing Company in Cikarang.",IT Account Manager for Manufacturing Company in Cikarang.,ONSITE,FULL_TIME,LEAD,Jawa Barat,Cikarang Pusat,20000000.0,30000000.0,IDR,"IDR 20,000,000 - 30,000,000 / month",Effective Communication,IT Account Manager for Manufacturing Company in Cikarang,UNKNOWN,2026-05-05T07:20:54Z,ACTIVE,100,1,1,1,318,64,False,False,False,False,none
777d6476-9fff-4cf9-ba8c-d6ff430c872b,PT DAMEY SAVORY PRIMA,Sales Canvasing,Sales Canvasing,Ritel & Produk Konsumen,"PT DAMEY SAVORY PRIMA is looking for an active and communicative Sales Canvasing to market sugar products to stores, SMEs, and distributors in the Pontianak area. This role offers attractive sales bonuses and incentives, career progression, and skill development in sales. The products are fast-moving and easy to market.","Active and communicative Market sugar products to stores, SMEs, and distributors Attractive sales bonuses and incentives Career progression and skill development",ONSITE,FULL_TIME,ENTRY_LEVEL,Kalimantan Barat,Pontianak,2800000.0,3800000.0,IDR,"IDR 2,800,000 - 3,800,000 / month",Negotiation,"Active and communicative || Market sugar products to stores, SMEs, and distributors || Attractive sales bonuses and incentives || Career progression and skill development",EN,2026-05-15T03:33:06Z,ACTIVE,100,1,1,1,328,203,False,False,False,False,none
775dc698-3c59-4ab3-91c0-c2f427e91525,Colorindo Chemtra,Product Manager - Plastic/Cosmetic & Personal Care,Product Manager,Pemasaran & Komunikasi,"The Product Manager - Plastic/Cosmetic & Personal Care role at Colorindo Chemtra in Jakarta Barat, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Grow your career in a dynamic, fast-paced environment as a Product Manager.","Grow your career in a dynamic, fast-paced environment as a Product Manager.",HYBRID,FULL_TIME,LEAD,Jakarta Raya,Jakarta Barat,,,IDR,Not specified,Project Management,"Grow your career in a dynamic, fast-paced environment as a Product Manager",UNKNOWN,2026-05-08T10:09:58Z,ACTIVE,100,1,1,1,319,82,False,False,False,False,none
774feb8e-a8db-4f12-9e6d-1ab93d447a4e,Enviromate Technology International,Rig Superintendent – Drilling Operations,Rig Superintendent – Drilling Operations,"Mining, Oil & Gas","The Rig Superintendent – Drilling Operations role at Enviromate Technology International in Berau, Kalimantan Timur focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: minimum 3 years of experience in drilling operations.",minimum 3 years of experience in drilling operations.,ONSITE,CONTRACT,LEAD,Kalimantan Timur,Berau,,,IDR,Not specified,Drilling Operations | Rig Management,minimum 3 years of experience in drilling operations,EN,2026-05-05T13:52:25Z,ACTIVE,100,1,1,2,286,60,False,False,False,False,none
7749993e-0085-4219-987a-9dd8ef2df1d4,PERSOL,Civil Engineer - Japan - WFO,Civil Engineer,Construction,"The Civil Engineer - Japan - WFO role at PERSOL in Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: International Experience, Long-term Career Prospect, Language school provided.","International Experience, Long-term Career Prospect, Language school provided.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,,,IDR,Not specified,Programming,"International Experience, Long-term Career Prospect, Language school provided",UNKNOWN,2026-05-12T03:57:57Z,ACTIVE,100,1,1,1,270,85,False,False,False,False,none
76808211-f766-497d-b2a3-393512ae8522,Kopi Kelana,Mobile Waiter,Mobile Waiter,Waitress & Waiter,"Mobile Waiter at Kopi Kelana (Gubeng, Surabaya, Jawa Timur, Indonesia). This summary is based on glints listing-level data; full details are unavailable.","Requires 0-1 years of experience Must have Customer Service, Interpersonal Skills, and Sales Strategy skills",ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Timur,Surabaya,2000000.0,3000000.0,IDR,"IDR 2,000,000 - 3,000,000 / month",Sales Strategy | Customer Service | Interpersonal Skills,"Requires 0-1 years of experience || Must have Customer Service, Interpersonal Skills, and Sales Strategy skills",EN,2026-05-13T08:47:23.800000Z,ACTIVE,100,1,1,3,160,134,False,False,False,False,none
767c827a-d01c-432a-b935-0fe9b4c89010,Eagle Sporting Goods,Industrial Engineering Supervisor,Industrial Engineering Supervisor,Teknik Industri,"The Industrial Engineering Supervisor role at Eagle Sporting Goods in Nganjuk, Jawa Timur focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: The IE Supervisor oversees work process efficiency.",The IE Supervisor oversees work process efficiency.,ONSITE,CONTRACT,ENTRY_LEVEL,Jawa Timur,Nganjuk,,,IDR,Not specified,Effective Communication,The IE Supervisor oversees work process efficiency || conducts time and method studies || and optimizes resources,UNKNOWN,2026-05-02T02:47:10Z,ACTIVE,100,1,1,1,258,58,False,False,False,False,none
7660ec44-9809-4b21-8e1a-4ed59cd4c2e1,Easy Management Systems,Partnerships Manager,Partnerships Manager,Sales & Marketing,"Easy Management Systems is seeking a Partnerships Manager accountable for acquiring high-impact partners, activating their networks, and driving measurable pipeline and revenue contribution.",Acquire high-impact partners Activate partner networks Drive pipeline and revenue contribution,HYBRID,FULL_TIME,LEAD,Jakarta Raya,Jakarta,,,IDR,Not specified,Akan segera berakhir | EXPIRES_SOON,Acquire high-impact partners || Activate partner networks || Drive pipeline and revenue contribution,EN,2026-04-20T03:01:20Z,ACTIVE,100,1,1,2,197,128,False,False,False,False,none
7577ef0d-e641-4204-8052-ec555e0d19ac,Pengiklan Anonim,Teknisi Lapangan / Field Crew Advertising,Teknisi Lapangan / Field Crew Advertising,Keterampilan & Jasa,"The Teknisi Lapangan / Field Crew Advertising role at Pengiklan Anonim in Bengkulu, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Perform routine checks on the condition of advertising media in the field.",Perform routine checks on the condition of advertising media in the field.,ONSITE,FULL_TIME,ENTRY_LEVEL,Indonesia,Bengkulu,,,IDR,Not specified,Effective Communication,Perform routine checks on the condition of advertising media in the field,UNKNOWN,2026-05-05T04:38:26Z,ACTIVE,100,1,1,1,285,81,False,False,False,False,none
756d7c28-da4d-4324-a7f0-c1e27d4b55bb,Revass Utama Medika,PRODUCT MANAGER,Product Manager,Pemasaran & Komunikasi,"The PRODUCT MANAGER role at Revass Utama Medika in Jakarta Raya focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Proficient in EARLY_APPLICANT, Jadilah pelamar pertama.","Proficient in EARLY_APPLICANT, Jadilah pelamar pertama.",ONSITE,FULL_TIME,LEAD,Jakarta Raya,Jakarta,,,IDR,Not specified,EARLY_APPLICANT | Jadilah pelamar pertama,Let Join Us become Our Product Manager,UNKNOWN,2026-05-16T04:32:14Z,ACTIVE,100,1,1,2,236,62,False,False,False,False,none
74d59bd2-d3ee-4f81-adc4-d24075fe60d9,Pengiklan Anonim,Content Creator (Event Based),Content Creator (Event Based),Pemasaran & Komunikasi,"Freelance Content Creator (May 6-8, JIExpo). Real-time IG/TikTok content production & editing for beauty brands. Creative & agile. Competitive pay.",Handle events / live coverage Follow latest content trends (beauty/lifestyle is a plus),ONSITE,PART_TIME,SENIOR,Jakarta Raya,Jakarta,,,IDR,Not specified,Lifestyle | Video Editing | Beauty | Content Creation | Social Media | Event Coverage,Handle events / live coverage || Follow latest content trends (beauty/lifestyle is a plus),UNKNOWN,2026-04-23T03:16:26Z,ACTIVE,100,1,1,6,162,113,False,False,False,False,none
74bba0fc-d0de-4be6-a0e7-272872bb6bf0,PT.Global Papua Abadi,Accounting ERP Specialist,Accounting ERP Specialist,Audit Sistem Akuntansi & IT,"The Accounting ERP Specialist role at PT.Global Papua Abadi in Jakarta Pusat, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: We are looking for a skilled Accounting ERP Specialist to join our team.",We are looking for a skilled Accounting ERP Specialist to join our team.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Pusat,,,IDR,Not specified,Financial Analysis,We are looking for a skilled Accounting ERP Specialist to join our team,UNKNOWN,2026-04-30T08:37:45Z,ACTIVE,100,1,1,1,291,79,False,False,False,False,none
74a19927-c34e-4884-b4a4-8075ec91600d,BPR Daya Perdana Nusantara,"Relationship Manager Lending (Cabang Caringin, Kab. Bogor)",Relationship Manager Lending,Banking & Financial Services,"The Relationship Manager Lending (Cabang Caringin, Kab. Bogor) role at BPR Daya Perdana Nusantara in Caringin, Jawa Barat, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Responsible for finding new debtors managing credit portfolios conducting debtor coaching and achieving credit business targets Performance driven with clear career path opportunities Supported by CRM system for more effective sales activities",Responsible for finding new debtors managing credit portfolios conducting debtor coaching and achieving credit business targets Performance driven with clear career path opportunities Supported by CRM system for more effective sales activities,ONSITE,FULL_TIME,LEAD,Jawa Barat,Caringin,7000000.0,10000000.0,IDR,"IDR 7,000,000 - 10,000,000 / month",Negotiation,Responsible for finding new debtors || managing credit portfolios || conducting debtor coaching || and achieving credit business targets || Performance driven with clear career path opportunities || Supported by CRM system for more effective sales activities,EN,2026-05-13T09:57:09Z,ACTIVE,100,1,1,1,493,301,False,False,False,False,none
745cc8d8-929f-4ff8-b46b-bc3010f5274d,Metrodata,Presales Support,Presales Support Consultant,Information Technology & Communications,Minimum 2 years of experience as a Presales Support Associate. Possesses extensive knowledge and deep experience regarding various industries.,minimum 2 years of experience as a Presales Support Associate Extensive knowledge and deep experience regarding various industries,ONSITE,FULL_TIME,JUNIOR,Jakarta Raya,Jakarta,,,IDR,Not specified,Effective Communication,minimum 2 years of experience as a Presales Support Associate || Extensive knowledge and deep experience regarding various industries,EN,2026-05-08T12:00:00Z,ACTIVE,100,1,1,1,149,156,False,False,False,False,none
744e0c59-a00b-4f40-9f98-8f663ab1079a,Advance Innovations - AdIns,Junior Core SaaS Engineer,Junior Core SaaS Engineer,Technology,"Plan short-range action steps, give instructions, and be responsible for the work and actions of team members. Design, code, and modify websites...","Plan short-range action steps, give instructions, and be responsible for the work and actions of team members.",ONSITE,FULL_TIME,JUNIOR,Jakarta Raya,Jakarta,,,IDR,Not specified,Programming,"Plan short-range action steps, give instructions, and be responsible for the work and actions of team members || Design, code, and modify websites",EN,2026-05-04T07:13:04Z,ACTIVE,100,1,1,1,154,117,False,False,False,False,none
743f47aa-6de8-407a-a3c1-29ff2bf09e74,Tink Tank Solutions,Sales Development Representative / Lead Generation,Sales Development Representative / Lead Generation,Sales & Marketing,"SDR here builds future leaders—engage decision-makers, solve real problems, and grow fast. If you're hungry to learn & success, this is role for you.","SDR builds future leaders Engage decision-makers, solve real problems, and grow fast",ONSITE,FULL_TIME,LEAD,Jakarta Raya,Jakarta Barat,,,IDR,Not specified,Negotiation,"SDR builds future leaders || Engage decision-makers, solve real problems, and grow fast",EN,2026-05-01T01:04:11Z,ACTIVE,100,1,1,1,160,110,False,False,False,False,none
741ae886-3f29-442e-a409-8ae034090c3d,Pengiklan Anonim,Supply Chain Management (Mandarin),Supply Chain Manager,"Manufacturing, Transport & Logistics","The Supply Chain Management (Mandarin) role at Pengiklan Anonim in Jakarta Selatan, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Minimum 2-5 years of experience in Supply Chain / Logistics / Procurement (preferred in IT solutions companies.",Minimum 2-5 years of experience in Supply Chain / Logistics / Procurement (preferred in IT solutions companies.,ONSITE,CONTRACT,SENIOR,Jakarta Raya,Jakarta Selatan,,,IDR,Not specified,Akan segera berakhir | EXPIRES_SOON,Minimum 2-5 years of experience in Supply Chain / Logistics / Procurement (preferred in IT solutions companies,EN,2026-04-23T10:40:45Z,ACTIVE,100,1,1,2,336,118,False,False,False,False,none
7379160f-6693-4f8a-8c86-6518373d08e5,Metrodata,Product Mktg Rep. Assc.,Product Marketing Representative Associate,Sales & Marketing,"Responsible for obtaining and learning customer/prospect needs in order to sell specific products and services (1 product), making analysis...","Responsible for obtaining and learning customer/prospect needs in order to sell specific products and services (1 product), making analysis.",ONSITE,FULL_TIME,ENTRY_LEVEL,DKI Jakarta,Jakarta,,,IDR,Not specified,Negotiation,"Responsible for obtaining and learning customer/prospect needs in order to sell specific products and services (1 product), making analysis",EN,2026-05-08T12:00:00Z,ACTIVE,100,1,1,1,149,147,False,False,False,False,none
